title,video_id,duration,release_time,view_count,likes,keywords,description
The Snowys,N7DC3aYM-vo,6min2sec,2012-07-13T10:19:52Z,82226,648,"The latest film from the Rapha Continental Australia was shot in the Snowy Mountains range, home to Mount Kosciuszko, the highest peak in Australia. Set to a haunting score and produced by The Sweetshop, The Snowys contrasts the traditional transport of the Aussie stockman, the horse, with the modern bicycle.Directed by Joel HarmsworthEdited by Michael Lutman (http://www.thebutchery.com.au)Music by Rob Law (http://www.robthelaw.com.au/)Produced by The Sweet Shop (http://www.thesweetshop.tv)http://www.rapha.cc/the-snowys"
Rapha Colorado,fYZj8mZGoCg,3min10sec,2019-01-18T14:05:16Z,83174,1428,"https://www.rapha.cc/stories/coloradoRapha recently visited Colorado, taking three riders on a 10-day riding trip through one of the world's best cycling locations. Travelling from Denver and Boulder through the Rocky Mountains to visit Aspen, Vail, Leadville and finally Grand Junction, they witnessed the extraordinary variety of cycling in the state. They climbed the iconic Independence Pass, rode through the red rocks of the Colorado National Monument and rested up in the Mile-High City. Riders: Angus Morton, Sami Sauri, Gus Engelhardt"
Rapha Continental: Icknield Way,dmbaJtOG6HY,5min51sec,2012-11-28T23:55:07Z,48580,254,""... I could not find a beginning or an end of the Icknield Way. It is thus a symbol of mortal things with their beginnings and ends always in immortal darkness."" -- Edward ThomasDirector: Mark Jenkinson http://markjenkinson.tv
"Rapha Continental: Satchel Ride, Australia",PmX65L9o9bo,7min6sec,2013-03-12T14:37:50Z,57956,407,"So much about our beautiful sport is about respect. Respect for the road, for the mountains, for our fellow riders. As important as any of these, however, is a respect for history. Just over a century ago, a little-known cycle race took place that demonstrated the potential of the bicycle in a country whose environment can be infamously inhospitable."
Rapha Continental: The Bryan Chapman,R8GoL8UzIj0,5min29sec,2013-05-16T22:50:27Z,149168,1236,"The UK Continental's first journey of 2013 took our riders to Wales to investigate the route of the Bryan Chapman Memorial, a 600km audax and uniquely British type of endurance ride. The event is named after the late Bryan Chapman, an intrepid long-distance cyclist who often rode across Wales and back just to visit his mechanic.Credits:Director: Mark Jenkinson - www.tinyurl.com/mark-jenkinsonShot & Edited by: Jose Gomez & Mark JenkinsonMusic: Mark AdairSound Design: Dan WeinbergColourist: Mick VincentProduction Manager: Blandine Viollet *Thanks to: Rogue Films, Tom Farley, The Mill, Chris Batten, Massive Music London, Paul Reynolds"
Davis + Connie,zRJKqeZ5NrM,15min25sec,2014-09-05T15:14:57Z,33462,583,"http://pages.rapha.cc/stories/davis-and-connie-a-film-by-ben-inghamThis film, produced by Rapha and Ben Ingham, is about two of America’s finest and most inspiring road racers, Davis Phinney and Connie Carpenter-Phinney. For anyone who saw them race, Davis and Connie came to represent the best in American road racing, combining bold racing with uncompromising attitudes on and off the bike. Their careers saw them move from domination of domestic races to international and Olympic success.Filmed at their home in Boulder, Colorado, Davis and Connie uses interviews with both riders, along with accounts from contemporaries such as Andy Hampsten, Douglas Emerson and Coors Classic race promoter, Michael Aisner. Through archive footage, it also documents their journey to the 1984 Los Angeles Olympics, and deals with Davis’s subsequent experiences of living with Parkinson’s disease.Following Davis’s diagnosis, in 1999, these two celebrated riders went on, in 2004, to establish the Davis Phinney Foundation, an organisation that informs and supports families living with the disease, and which has raised millions of dollars for cutting-edge research into treatments. With the release of these two special edition jerseys honouring Davis and Connie, Rapha will contribute a percentage of the proceeds from the jerseys to the foundation’s ongoing work."
Cicerone,QbM4fVvblME,5min35sec,2017-03-10T12:01:29Z,65439,770,"Walter Beckers and Kendal Noctor travelled to mainland Europe on a ten day journey, testing their bodies and minds to breaking point.  They set off to pay tribute to Phil Deeker and his unwavering commitment to pushing the limits of what is possible on a road bike. See the full story: http://ow.ly/4S0u30kbqMC"
Rapha RIDES Los Angeles,NAdTE1oE_Go,3min26sec,2017-09-15T10:20:05Z,79383,754,"Los Angeles, we’re celebrating cycling and your city with Rapha Rides, a long weekend of rides and events. Join us this October by signing up to our schedule – see you on the road.Rapha.cc/rides/los-angelesRapha.cc/rides"
Rapha Continental: Assynt,MSUbVx1eu5s,5min56sec,2012-05-26T09:06:42Z,116141,785,http://www.rapha.cc/assynt
CANYON//SRAM - The Wild Ones,kSJpGZNJq8k,1min52sec,2020-02-07T16:05:48Z,44082,457,"The wild woman in each of us is different But that uniqueness is what makes us specialMeet the women of CANYON//SRAM as they prepare for a new year, with new kit to match. After a slew of impressive results in stage races and Classics throughout 2019, we get a rare glimpse into a moment of unguarded introspection.It’s a big year at Rapha for women. Stay tuned over the coming months for the launch our exciting new Pro Team collection for women, a collaboration with Outdoor Voices and much more.Read more at https://rapha.cc/stories/canyonsram"
The Ride of a Thousand Cols,aa5t8_OaV1A,6min26sec,2018-03-16T17:22:09Z,171685,2909,"In 2017, Phil Deeker, founder of Rapha Travel’s Cent Cols Challenge, set out to ride 1,000 mountains in 100 days – the equivalent of scaling Mount Everest 50 times. Read about Phil’s journey and what drives him to keep climbing: http://ow.ly/w7cW30iXUMtDirection: Robbrecht DesmetDOP: Sander VandenbrouckeEdit: Joris WillemsSound: KlankwerkColor Grading: Xavier Dockx"
0,XA0qZafB2W8,0,0,0,0,0
Rapha RIDES Berlin,PvG-Yap6jcw,3min11sec,2017-10-25T20:03:48Z,62375,788,"Berlin, we’ll be celebrating cycling and the city with Rapha Rides from 23rd October to 12th November with three weeks of bike rides and events. See you on the road.Ride with us: http://bit.ly/CCBerlin-yt"
New autumn collections: reasons to keep riding,G2vbbek8Bfg,1min25sec,2020-09-10T10:00:07Z,47403,686,"As the weather worsens, we all know that feeling before a ride. You tell yourself that you want to go out, but part of you would rather stay inside. This autumn, overcome the uncertainty, dispel your self-doubt, and replace reasons to stay inside with reasons to ride.Shop now: www.rapha.cc"
Rapha Core Collection,U1iCLCFfGWc,2min47sec,2019-04-09T13:00:53Z,86228,1077,"The new Core Cargo Bibs were designed to carry more, for everything you need on every ride. Whoever you are, wherever you ride, keep what’s important close to hand with the Rapha Core Collection.Shop the collection now: http://ow.ly/PyK630onbmb"
Gone Racing 2020,a6ykWsyMfk8,1min36sec,2020-01-17T18:18:48Z,59086,1059,"New faces, new places, new races. In 2020, we'll be covering more teams, more riders and more of the best gravel racing, crits, mountain biking and more. Subscribe now and stay tuned for the finest films from the most exciting events on the alternative calendar."
Japan Cup 2019 - EF Gone Racing,ZDhKXMjMkuc,19min46sec,2019-11-08T16:00:04Z,165647,2497,"The final race of EF Education First's Pro Cycling season. The final opportunity for a Mike Woods win. And the final time Taylor Phinney, a towering figure in US pro cycling, would pin on WorldTour numbers. Rapha's film crew were on hand to see him say 'sayonara' to the sport, and tell the full story of his final race. Watch the last episode of EF Gone Racing from the 2019 season,  and get ready for next year.#GoneRacingMusic: Builder’s Tea - https://builders-tea.com/Cover photo: GettyRace footage: ©2019 JAPANCUP UTSUNOMIYATour of Utah footage: Utah Cycling Partnership, INCArchive footage: Neal Henderson @ Apex Coaching Special thanks to Sean Bennett, Nate Brown, Lachlan Morton, Taylor Phinney, Jimmy Whelan, Mike Woods, Ken Vanmarcke, Jonathan Vaughters, Michele Primaro, Daisuke Yano.——————————————————About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7  Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS  ——————————————————About the alternative calendar: As part of the EF team’s partnership with Rapha, riders will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2019 season. From mountain bike epics to week-long ultras, they’ll all captured in special episodes of EF Gone Racing. First Dirty Kanza and GBDuro, now Leadville. There’s much more to come this season, including: Three Peaks Cyclocross, Taiwan KOM and more. ——————————————————Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
La Vuelta 2019 – EF Gone Racing,UQqM2WQuaqg,7min41sec,2019-09-20T11:45:01Z,65172,872,"The stages ticked off, the bad luck continued and the pressure built. The EF Gone Racing film crew arrived at La Vuelta a España to an EF Education First team that was knocking its head against a seemingly impenetrable wall. But, as you’ll see in the episode, they never stopped believing, and that helped make the difference. Watch the latest episode to see how a children’s card game, an inspiring tweet, and a little ‘monster’ kept the good ship EF afloat in Spain.#GoneRacingMusic by Builder’s Tea - https://builders-tea.com/Cover photo by Gruber Images——————————————————About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7  Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS  ——————————————————Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour de France 2019: Alps to the Champs – EF Gone Racing,RiUrJonnXFc,7min49sec,2019-07-31T19:35:14Z,60072,739,"Signing off from the Tour, the EF Gone Racing crew spend time with the fans and families that support the riders in their professional ambitions. We see Mike Woods pull over at the roadside mid-race to give his mum and dad a hug, and witness the passion of the Uran clan on the Galibier. Then, we make it to Paris for a festive finale on the Champs Elysees.Music: Builder’s Tea - https://builders-tea.com/ Cover photo: Gruber ImagesTV race footage: A.S.O.-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour de France 2019: The sports directors – EF Gone Racing,g5afZNs4SwY,8min58sec,2019-07-24T20:05:19Z,41894,504,"The role of sports director is one of the strangest jobs in cycling. Part chauffeur, part rally driver; both tactician and motivator, as well as leader and confidante, it requires a special breed of person. The EF Education First DSs at the Tour are former pros Charly Wegelius, Andreas Klier and Tom Southam, and in our fourth dispatch from the race, watch as they pilot Rigoberto Uran to an impressive TT performance and then into the Pyrenees for a strong finish up the Tourmalet. Only the Alps and Paris remains.Music: Builder’s Tea - https://builders-tea.com/ Cover photo: Gruber ImagesTV race footage: A.S.O-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour de France 2019: Crashes and crosswinds – EF Gone Racing,9gFhDuOqnRw,5min35sec,2019-07-19T18:00:02Z,43493,449,"Cycling is a cruel sport, and Le Tour is certainly the meanest of its mistresses. As EF Education First’s race is affected by Tejay van Garderen’s crash and withdrawal from injury, Mike Woods suffers a crash at the worst possible time on stage eight before Rigoberto Uran misses a split in the crosswinds. Amidst all this bad luck, we focus episode 03 from France on the riders whose job it is to support the leaders – the domestiques. These selfless riders sacrifice any hope of personal glory in the service of others, and in a sport that is considered both individual and team, that’s no small thing, especially when the cards aren’t stacked in your favour and the results aren’t coming. Bring on the Pyrenees.TV race footage: A.S.OMusic: Builder’s Tea - https://builders-tea.com/ Cover photo: Gruber Images-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour de France 2019: Meet Mike Woods – EF Gone Racing,NIiA0MgWeog,5min38sec,2019-07-12T19:04:07Z,41796,529,"For our second episode from Le Tour, we meet Mike Woods. The 32-year-old Canadian is a road worlds bronze medalist and grand tour stage winner, but this is his first Tour de France, and it’s unlike any other race. We catch up with him to see how he’s getting on ahead of Stage 6’s summit finish, while EF Gone Racing presenter Harry and soigneur ‘Disco’ Jonny engage in a 100 metre dash race in tribute to Mike’s past as a pro runner.Music: Builder’s Tea - https://builders-tea.com/ Cover photo: Gruber Images-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour de France 2019 Update: Tejay van Garderen abandons the Tour – EF Gone Racing,WYR54AlJG5A,1min8sec,2019-07-13T10:16:23Z,26218,323,"In an exclusive interview for EF Gone Racing the morning after his brutal crash on Stage 7, Tejay van Garderen reveals the disappointment of leaving the race early.Music: Builder’s Tea - https://builders-tea.com/ Cover photo: Gruber Images-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour de France 2019: Leading with Rigoberto Uran – EF Gone Racing,u_Gg01n9b5U,7min48sec,2019-07-08T18:02:41Z,66509,1108,"Buckle up racing fans, La Grande Boucle has begun. As Brussels rolls out the yellow carpet for the stars of the sport, we spend time with EF Education First team leader Rigoberto Uran. The Colombian is a national hero, an excellent climber and former GC podium finisher at the Tour in 2017. Watch as Rigomania descends upon the team bus, before the eight-man squad tackle the opening stages, including a testing team time trial. Music: Builder’s Tea - https://builders-tea.com/ Cover photo: Gruber Images-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour de France 2019 (Trailer) – EF Gone Racing,LPWqhbK8clg,45sec,2019-07-05T16:00:49Z,15416,214,"It’s here. The circus is in town. Three weeks. 3,480km. 176 riders – eight in pink. And we’ll be with them every pedal stroke of the way, bringing you exclusive behind-the-scenes coverage on the voyage from Brussels to Paris.First episode of EF Gone Racing from Le Tour, dropping Monday 8th July.Music: Builder’s Tea - https://builders-tea.com/ Cover photo: Gruber ImagesSpecial thanks to Scud for the sterling camerawork.-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
0,8F46CSTVfDs,0,0,0,0,0
Tour of California 2019: The Higuita Monster – EF Gone Racing,_vyqVFuV4ZA,7min32sec,2019-05-21T15:56:10Z,72744,786,"He might be small and cute, but he’ll attack when provoked. Sergio Higuita, nicknamed the ‘Higuita Monster’ by team boss Jonathan Vaughters, enjoyed an extraordinary debut for EF Education First Pro Cycling at the Tour of California. By taking 3rd in the sprint on Stage 5 and 2nd place atop Mt. Baldy on Stage 6, the Colombian earnt 2nd overall behind fellow phenom Tadej Pogacar. In this final episode from the race, EF Gone Racing introduces you to one of cycling’s most exciting stars, a sweet-natured, polite 21-year-old with the world at his dancing yellow feet. #GoneRacingRace footage: A.S.O.Music: Builder’s TeaCover photo: Harry DowdneySpecial thanks to Zane Adamo.-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour of California 2019: Drama and chaos – EF Gone Racing,FDe3tXSaCbE,7min15sec,2019-05-17T18:56:21Z,81307,694,"It was high drama at the Tour of California, as Tejay van Garderen kept yellow after the race jury ruled that a crash with 3km to go affected his chances of chasing back on. EF Gone Racing was there at every step, capturing the action and bringing you the reaction from the race leader himself. And, we spend the day with the mechanics and the soigneurs, the team behind the team that kept the riders rolling.#GoneRacingRace footage: A.S.O.Music: Builder’s TeaCover photo: Getty-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour of California 2019: Tejay in yellow – EF Gone Racing,SWc9-704y0U,5min3sec,2019-05-15T19:59:13Z,26185,373,"EF Education First Pro Cycling rolled into California with a stacked roster and high expectations. By Stage 2, they had already shown their intentions with a display of team attacking prowess that saw Tejay van Garderen take the yellow leader’s jersey. Join the team behind the scenes with EF Gone Racing, your slice of home-baked bike racing goodness from the Golden State. #GoneRacingRace footage: A.S.O.Music: Builder’s Tea https://builders-tea.comCover photo: Harry Dowdney-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Liège–Bastogne–Liège 2019 – EF Gone Racing,TMJuTfhrc0E,7min35sec,2019-04-30T17:01:30Z,71159,843,"LBL is the oldest and hardest Monument of the year, and EF Education First were ready to enter battle one last time at the spring classics on Sunday. With torrents of rain and countless climbs on the cards, Mike Woods – second here twelve months ago – revealed his new ‘positive thinking’ technique for the race: “gooood”. Then, on the day itself, we went in the team car with the kings of cool, sports directors Tom Southam and Juanma Garate, and EF Gone Racing presenter Harry Dowdney learnt how to give bottle hand ups roadside from super-soigneur ‘Disco’ Jonny Adams. Allez, c’est La Doyenne!#GoneRacingRace footage: A.S.O.Music: Builder’s Tea https://builders-tea.comCover photo: Gruber Images-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Paris-Roubaix 2019 – EF Gone Racing,AgqWElr9SdU,7min45sec,2019-04-20T15:00:09Z,257870,2525,"They call Paris-Roubaix the Queen of the Classics, but this French royal is a cruel mistress as EF Education First discovered on Sunday. With their big guns locked, loaded, and ready to fire, a combination of mechanicals and misfortune meant that even Sep Vanmarcke’s excellent fourth position felt like a disappointment. “I had the victory in my legs, but I had to let it go,” said the devastated Belgian afterwards. EF Gone Racing was in the velodrome to capture the heartbreak, in the team car to witness the drama, and even on the course when Taylor Phinney suffered the worst possible luck and had to pull out before even the halfway point. But is this still the greatest one-day race in the world? Of course it is, and you can be sure that EF will be back, hoping that Lady Luck turns the wheel in their favour next year. Long live the (Classics) Queen.#GoneRacingRace footage: A.S.O.Music: Builder’s Tea https://builders-tea.comCover photo: Gruber Images-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS -----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour of Flanders 2019: Bettiol wins! – EF Gone Racing,61b527Ciuv4,8min15sec,2019-04-10T18:27:11Z,171347,2801,"To whoever thinks that bike racing is an individual sport, we say: watch this. Alberto Bettiol might have taken the trophy with a magnificent win at the Tour of Flanders on Sunday – his first victory as a pro, no less – but it was a success built on the shoulders of others. You need only witness the emotion and excitement of soigneurs Alyssa and Jonny. Or the unabashed joy of Sep Vanmarcke and Sebastian Langeveld, themselves perennial contenders at this race. Or the heartfelt thanks that Alberto gives to everyone on the team, from riders to staff. Watch the singing. The dancing. The champagne. The tears. This is cycling with character. This is EF Gone Racing, taking you behind the scenes to tell the story of a monumental day. #GoneRacingMusic: Builder’s Tea https://builders-tea.comCover photo: Gruber ImagesFan phone footage: Martin Criminale, Angus Parker, Marianne Hollebosch, Andrew Boone, Pedro Lopez Soria, Jason Livingstone-Thomas, Helen Cunliffe, Marco Rocca, Bart Vandermaelen, Edward PollicottSpecial thanks to Taylor Phinney and, of course, Alberto Bettiol, you blooming legend.-------------------------------------About EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS Shop the official Rapha EF kit and merchandise here: http://rapha.cc/ef-----------------------------------Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Tour of Flanders 2019 (Trailer) – EF Gone Racing,iKfZ-dQQ6F0,34sec,2019-04-08T12:09:50Z,14345,295,"“Man, I can tell you they were the longest 14 kilometres of my life. The finish line didn’t want to arrive. I was so tired. I think I pushed even with my elbows, my head, my hands, my toes!”Take a bow, Alberto Bettiol. The mamma’s boy who still lives at home took his first ever victory as a pro on Sunday. And it was at De Ronde. The Tour of Flanders. The biggest race in Belgium – the home of cycling. A Monument. Watch the trailer, and get excited for the full episode of EF Gone Racing from Flanders, coming soon – subscribe now to make sure you don’t miss it.#GoneRacingPhoto credit: Gruber ImagesMusic by: Builder's Tea https://builders-tea.comAbout EF Gone Racing:In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.Watch the latest episode of EF Gone Racing, at Milan-San Remo, here: https://youtu.be/kbB0uSAM26k Get more from Rapha:Instagram: https://www.instagram.com/rapha/ Facebook: https://www.facebook.com/rapharacing/Twitter: https://twitter.com/rapha"
Milan San Remo 2019 - EF Gone Racing,kbB0uSAM26k,5min26sec,2019-03-25T15:57:45Z,52474,658,"The first monument of the professional cycling calendar, and by far the longest. Some 290km from start to finish and amounting to more around six hours of racing, Milan - San Remo is a test of patience and panache. Lawson Craddock takes us behind the scenes to the pre-race breakfast pasta buffet, the EF riders tell us how they deal with the boredom and Alberto Bettiol makes a burst for glory on the Poggio.#GoneRacingPhoto credit: GettyMusic by: Builder's Tea https://builders-tea.com"
Strade Bianche 2019 – EF Gone Racing,4x_bMZUfJQg,5min55sec,2019-03-11T15:58:11Z,100569,1248,"“It’s the coolest pro bike race in the world,” or so says Lachlan Morton. In episode 05 of EF Gone Racing, we join the team for a recon of the beautiful white gravel roads that the race takes its name from, Strade Bianche, before chasing the race to see Simon Clarke achieve his best ever result. Billowing dust clouds, the cruellest of steep ramps up into Siena, and a finish line in a magnificent piazza. Our verdict? It’s cool EF.#GoneRacingMusic by: Builder's Tea https://builders-tea.com"
Tour Colombia 2019 – EF Gone Racing,1GpJC3Gu0-E,9min47sec,2019-02-23T18:20:47Z,62458,928,"“RIGO! RIGO! RIGO! RIGO!”Welcome to the best race you’ve never heard of, the Tour Colombia 2.1. In episode four of EF Gone Racing, we meet the king of Colombian cycling, Rigoberto Urán, and the heir to his throne, Dani Martínez. Two teammates and friends, competing side by side for victory at this extraordinary race.https://www.rapha.cc/category/EF…Bienvenido a la mejor carrera de la que hayas oído hablar jamás, el Tour Colombia 2.1. En el cuarto episodio de EF Gone Racing, nos reunimos con el rey del ciclismo colombiano, Rigoberto Urán, y el heredero de su trono, Dani Martínez. Dos compañeros de equipo y amigos, compitiendo codo con codo por la victoria en esta extraordinaria carrera.#GoneRacing…* Special thanks to Milica Wren for her camerawork.* Television race footage courtesy of ESPN.* Music by: Builder's Tea https://builders-tea.com"
Tour Down Under 2019: Willunga – EF Gone Racing,kgjZ8ohQbKs,10min18sec,2019-01-22T04:30:47Z,86750,1011,"As the Tour Down Under hots up we meet Mike Woods, EF Education First Pro Cycling’s main man for the race. The candid Canadian reveals the extraordinary preparation he underwent ahead of his tilt at the Corkscrew Road climb on stage four, and pays tribute to his wife Elly, who told him to quit his job and try and make it as a bike racer while she supported him financially. But could he dethrone the ‘King of Willunga’ Richie Porte on stage six? Go behind the scenes with EF Gone Racing to find out. #GoneRacing- Music by: Builder's Tea https://builders-tea.com- TV race footage courtesy of Santos Tour Down Under www.tourdownunder.com.au"
Tour Down Under 2019: Classic Crit – EF Gone Racing,3H_ol4pQkyc,6min56sec,2019-01-16T03:55:16Z,61244,642,"http://rapha.cc/efThe WorldTour curtain has raised, and the Aussie sunshine is cascading through. In Episode 02 of EF Gone Racing, Lachlan Morton competes at a local criterium in his special blackout jersey, Mitch Docker unboxes his new 2019 team kit for the first time and the squad take to the startline for the Tour Down Under Classic. Find out more and shop the EF Education First Pro Cycling kit at http://rapha.cc/ef #GoneRacing- Music by: Builder's Tea https://builders-tea.com- TV race footage courtesy of Santos Tour Down Under www.tourdownunder.com.au"
